t,fl_shoulder_qdes,fl_shoulder_q,fl_shoulder_qd,fl_shoulder_kp,fl_shoulder_kd,fl_shoulder_iqsp,fl_shoulder_iqmeas,fl_shoulder_tauest,fl_shoulder_vbus,fl_shoulder_ibus,fl_hip_qdes,fl_hip_q,fl_hip_qd,fl_hip_kp,fl_hip_kd,fl_hip_iqsp,fl_hip_iqmeas,fl_hip_tauest,fl_hip_vbus,fl_hip_ibus,fl_knee_qdes,fl_knee_q,fl_knee_qd,fl_knee_kp,fl_knee_kd,fl_knee_iqsp,fl_knee_iqmeas,fl_knee_tauest,fl_knee_vbus,fl_knee_ibus,fr_shoulder_qdes,fr_shoulder_q,fr_shoulder_qd,fr_shoulder_kp,fr_shoulder_kd,fr_shoulder_iqsp,fr_shoulder_iqmeas,fr_shoulder_tauest,fr_shoulder_vbus,fr_shoulder_ibus,fr_hip_qdes,fr_hip_q,fr_hip_qd,fr_hip_kp,fr_hip_kd,fr_hip_iqsp,fr_hip_iqmeas,fr_hip_tauest,fr_hip_vbus,fr_hip_ibus,fr_knee_qdes,fr_knee_q,fr_knee_qd,fr_knee_kp,fr_knee_kd,fr_knee_iqsp,fr_knee_iqmeas,fr_knee_tauest,fr_knee_vbus,fr_knee_ibus,rl_shoulder_qdes,rl_shoulder_q,rl_shoulder_qd,rl_shoulder_kp,rl_shoulder_kd,rl_shoulder_iqsp,rl_shoulder_iqmeas,rl_shoulder_tauest,rl_shoulder_vbus,rl_shoulder_ibus,rl_hip_qdes,rl_hip_q,rl_hip_qd,rl_hip_kp,rl_hip_kd,rl_hip_iqsp,rl_hip_iqmeas,rl_hip_tauest,rl_hip_vbus,rl_hip_ibus,rl_knee_qdes,rl_knee_q,rl_knee_qd,rl_knee_kp,rl_knee_kd,rl_knee_iqsp,rl_knee_iqmeas,rl_knee_tauest,rl_knee_vbus,rl_knee_ibus,rr_shoulder_qdes,rr_shoulder_q,rr_shoulder_qd,rr_shoulder_kp,rr_shoulder_kd,rr_shoulder_iqsp,rr_shoulder_iqmeas,rr_shoulder_tauest,rr_shoulder_vbus,rr_shoulder_ibus,rr_hip_qdes,rr_hip_q,rr_hip_qd,rr_hip_kp,rr_hip_kd,rr_hip_iqsp,rr_hip_iqmeas,rr_hip_tauest,rr_hip_vbus,rr_hip_ibus,rr_knee_qdes,rr_knee_q,rr_knee_qd,rr_knee_kp,rr_knee_kd,rr_knee_iqsp,rr_knee_iqmeas,rr_knee_tauest,rr_knee_vbus,rr_knee_ibus
3.6400,0.1175,0.0986,0.0225,20.00,0.500,-0.574,-0.390,-0.063,23.67,0.00,0.7141,0.6883,-0.0075,20.00,0.500,0.800,-0.145,0.003,23.59,0.02,1.3708,1.3016,0.0854,20.00,0.500,-2.337,-1.233,-0.140,23.47,0.09,0.0716,0.0579,0.0060,20.00,0.500,-0.506,-0.695,-0.042,23.77,0.01,1.0833,1.0517,0.0120,20.00,0.500,-1.070,-1.135,-0.080,23.68,0.03,1.0874,1.0380,0.0150,20.00,0.500,1.533,1.849,0.148,23.53,0.05,0.0999,0.0808,-0.0015,20.00,0.500,-0.664,-0.607,-0.053,23.68,0.01,0.7780,0.7437,0.0180,20.00,0.500,1.098,1.099,0.077,23.58,0.03,1.2616,1.2330,0.0030,20.00,0.500,-0.975,-0.943,-0.064,23.40,0.02,0.1041,0.0801,0.0225,20.00,0.500,0.742,0.909,0.051,23.62,0.01,0.7823,0.7631,-0.0045,20.00,0.500,-0.653,-1.324,-0.037,23.55,0.00,1.3850,1.3418,0.0165,20.00,0.500,1.402,1.420,0.109,23.38,0.04
3.6500,0.1175,0.0987,0.0180,20.00,0.500,-0.574,-0.390,-0.063,23.67,0.00,0.7141,0.6885,0.0345,20.00,0.500,0.800,-0.145,0.003,23.59,0.02,1.3708,1.3016,-0.0255,20.00,0.500,-2.337,-1.233,-0.140,23.47,0.09,0.0716,0.0580,0.0060,20.00,0.500,-0.506,-0.695,-0.042,23.77,0.01,1.0833,1.0517,0.0120,20.00,0.500,-1.070,-1.135,-0.080,23.68,0.03,1.0874,1.0378,-0.0030,20.00,0.500,1.533,1.849,0.148,23.53,0.05,0.0999,0.0807,-0.0105,20.00,0.500,-0.664,-0.607,-0.053,23.68,0.01,0.7780,0.7438,0.0105,20.00,0.500,1.098,1.099,0.077,23.58,0.03,1.2616,1.2330,-0.0030,20.00,0.500,-0.975,-0.943,-0.064,23.40,0.02,0.1041,0.0800,-0.0075,20.00,0.500,0.742,0.909,0.051,23.62,0.01,0.7823,0.7631,0.0090,20.00,0.500,-0.653,-1.324,-0.037,23.55,0.00,1.3850,1.3417,-0.0045,20.00,0.500,1.402,1.420,0.109,23.38,0.04
3.6600,0.1175,0.0987,0.0150,20.00,0.500,-0.563,-0.748,-0.010,23.67,0.01,0.7141,0.6887,0.0285,20.00,0.500,0.798,0.981,0.078,23.59,-0.00,1.3708,1.3024,0.0839,20.00,0.500,-2.189,-2.790,-0.213,23.46,0.09,0.0716,0.0580,-0.0060,20.00,0.500,-0.482,-0.540,-0.041,23.77,0.01,1.0833,1.0519,0.0060,20.00,0.500,-1.063,-1.270,-0.093,23.67,0.03,1.0874,1.0379,0.0000,20.00,0.500,1.578,1.478,0.111,23.53,0.05,0.0999,0.0807,-0.0105,20.00,0.500,-0.669,-0.720,-0.051,23.68,0.01,0.7780,0.7441,0.0150,20.00,0.500,1.061,1.090,0.076,23.58,0.03,1.2616,1.2329,-0.0165,20.00,0.500,-0.986,-1.022,-0.071,23.40,0.02,0.1041,0.0800,-0.0120,20.00,0.500,0.761,0.594,0.060,23.62,0.01,0.7823,0.7632,-0.0045,20.00,0.500,-0.663,-0.746,-0.047,23.55,0.01,1.3850,1.3417,-0.0015,20.00,0.500,1.371,1.324,0.105,23.38,0.04
3.6700,0.1175,0.0987,0.0150,20.00,0.500,-0.563,-0.748,-0.010,23.67,0.01,0.7141,0.6886,-0.0165,20.00,0.500,0.798,0.981,0.078,23.59,-0.00,1.3708,1.3019,-0.0300,20.00,0.500,-2.189,-2.790,-0.213,23.46,0.09,0.0716,0.0581,0.0180,20.00,0.500,-0.482,-0.540,-0.041,23.77,0.01,1.0833,1.0521,0.0105,20.00,0.500,-1.063,-1.270,-0.093,23.67,0.03,1.0874,1.0376,-0.0375,20.00,0.500,1.578,1.478,0.111,23.53,0.05,0.0999,0.0808,0.0090,20.00,0.500,-0.669,-0.720,-0.051,23.68,0.01,0.7780,0.7442,0.0015,20.00,0.500,1.061,1.090,0.076,23.58,0.03,1.2616,1.2331,0.0195,20.00,0.500,-0.986,-1.022,-0.071,23.40,0.02,0.1041,0.0800,0.0015,20.00,0.500,0.761,0.594,0.060,23.62,0.01,0.7823,0.7633,0.0150,20.00,0.500,-0.663,-0.746,-0.047,23.55,0.01,1.3850,1.3417,-0.0030,20.00,0.500,1.371,1.324,0.105,23.38,0.04
3.6800,0.1175,0.0986,-0.0030,20.00,0.500,-0.563,-0.748,-0.010,23.67,0.01,0.7141,0.6887,0.0060,20.00,0.500,0.798,0.981,0.078,23.59,-0.00,1.3708,1.3020,-0.0240,20.00,0.500,-2.189,-2.790,-0.213,23.46,0.09,0.0716,0.0581,0.0060,20.00,0.500,-0.482,-0.540,-0.041,23.77,0.01,1.0833,1.0522,0.0225,20.00,0.500,-1.063,-1.270,-0.093,23.67,0.03,1.0874,1.0381,0.0285,20.00,0.500,1.578,1.478,0.111,23.53,0.05,0.0999,0.0807,-0.0045,20.00,0.500,-0.669,-0.720,-0.051,23.68,0.01,0.7780,0.7446,0.0300,20.00,0.500,1.061,1.090,0.076,23.58,0.03,1.2616,1.2330,-0.0180,20.00,0.500,-0.986,-1.022,-0.071,23.40,0.02,0.1041,0.0801,0.0150,20.00,0.500,0.761,0.594,0.060,23.62,0.01,0.7823,0.7634,0.0150,20.00,0.500,-0.663,-0.746,-0.047,23.55,0.01,1.3850,1.3416,-0.0165,20.00,0.500,1.371,1.324,0.105,23.38,0.04
3.6900,0.1175,0.0986,0.0015,20.00,0.500,-0.563,-0.748,-0.010,23.67,0.01,0.7141,0.6889,0.0255,20.00,0.500,0.798,0.981,0.078,23.59,-0.00,1.3708,1.3021,-0.0015,20.00,0.500,-2.189,-2.790,-0.213,23.46,0.09,0.0716,0.0580,-0.0015,20.00,0.500,-0.482,-0.540,-0.041,23.77,0.01,1.0833,1.0523,0.0225,20.00,0.500,-1.063,-1.270,-0.093,23.67,0.03,1.0874,1.0379,0.0195,20.00,0.500,1.578,1.478,0.111,23.53,0.05,0.0999,0.0807,-0.0000,20.00,0.500,-0.669,-0.720,-0.051,23.68,0.01,0.7780,0.7448,0.0255,20.00,0.500,1.061,1.090,0.076,23.58,0.03,1.2616,1.2330,0.0045,20.00,0.500,-0.986,-1.022,-0.071,23.40,0.02,0.1041,0.0801,0.0105,20.00,0.500,0.761,0.594,0.060,23.62,0.01,0.7823,0.7634,-0.0000,20.00,0.500,-0.663,-0.746,-0.047,23.55,0.01,1.3850,1.3417,-0.0030,20.00,0.500,1.371,1.324,0.105,23.38,0.04
3.7000,0.1175,0.0986,-0.0120,20.00,0.500,-0.563,-0.748,-0.010,23.67,0.01,0.7141,0.6892,0.0195,20.00,0.500,0.798,0.981,0.078,23.59,-0.00,1.3708,1.3021,-0.0225,20.00,0.500,-2.189,-2.790,-0.213,23.46,0.09,0.0716,0.0581,0.0030,20.00,0.500,-0.482,-0.540,-0.041,23.77,0.01,1.0833,1.0525,0.0150,20.00,0.500,-1.063,-1.270,-0.093,23.67,0.03,1.0874,1.0380,-0.0225,20.00,0.500,1.578,1.478,0.111,23.53,0.05,0.0999,0.0807,0.0075,20.00,0.500,-0.669,-0.720,-0.051,23.68,0.01,0.7780,0.7449,0.0135,20.00,0.500,1.061,1.090,0.076,23.58,0.03,1.2616,1.2330,0.0015,20.00,0.500,-0.986,-1.022,-0.071,23.40,0.02,0.1041,0.0800,-0.0015,20.00,0.500,0.761,0.594,0.060,23.62,0.01,0.7823,0.7635,0.0075,20.00,0.500,-0.663,-0.746,-0.047,23.55,0.01,1.3850,1.3418,0.0195,20.00,0.500,1.371,1.324,0.105,23.38,0.04
3.7100,0.1175,0.0986,-0.0045,20.00,0.500,-0.579,-1.276,-0.087,23.68,0.01,0.7141,0.6890,0.0210,20.00,0.500,0.827,0.100,0.090,23.60,-0.01,1.3708,1.3022,-0.0045,20.00,0.500,-2.262,-2.326,-0.214,23.46,0.10,0.0716,0.0580,-0.0090,20.00,0.500,-0.481,-0.573,-0.032,23.77,0.00,1.0833,1.0526,0.0075,20.00,0.500,-1.041,-0.970,-0.079,23.68,0.03,1.0874,1.0381,0.0315,20.00,0.500,1.537,2.151,0.112,23.53,0.06,0.0999,0.0807,-0.0000,20.00,0.500,-0.678,-0.676,-0.057,23.68,0.01,0.7780,0.7451,0.0165,20.00,0.500,1.024,1.047,0.063,23.57,0.03,1.2616,1.2330,-0.0060,20.00,0.500,-0.968,-0.958,-0.061,23.40,0.02,0.1041,0.0801,0.0015,20.00,0.500,0.744,0.839,0.068,23.61,0.01,0.7823,0.7636,0.0165,20.00,0.500,-0.631,-0.712,-0.031,23.56,0.01,1.3850,1.3417,0.0075,20.00,0.500,1.372,1.400,0.113,23.38,0.04
3.7200,0.1175,0.0986,-0.0045,20.00,0.500,-0.579,-1.276,-0.087,23.68,0.01,0.7141,0.6891,0.0015,20.00,0.500,0.827,0.100,0.090,23.60,-0.01,1.3708,1.3020,0.0195,20.00,0.500,-2.262,-2.326,-0.214,23.46,0.10,0.0716,0.0580,-0.0090,20.00,0.500,-0.481,-0.573,-0.032,23.77,0.00,1.0833,1.0527,0.0135,20.00,0.500,-1.041,-0.970,-0.079,23.68,0.03,1.0874,1.0379,0.0045,20.00,0.500,1.537,2.151,0.112,23.53,0.06,0.0999,0.0806,-0.0105,20.00,0.500,-0.678,-0.676,-0.057,23.68,0.01,0.7780,0.7451,0.0105,20.00,0.500,1.024,1.047,0.063,23.57,0.03,1.2616,1.2331,0.0090,20.00,0.500,-0.968,-0.958,-0.061,23.40,0.02,0.1041,0.0801,0.0075,20.00,0.500,0.744,0.839,0.068,23.61,0.01,0.7823,0.7641,0.0449,20.00,0.500,-0.631,-0.712,-0.031,23.56,0.01,1.3850,1.3417,0.0075,20.00,0.500,1.372,1.400,0.113,23.38,0.04
3.7300,0.1175,0.0987,0.0030,20.00,0.500,-0.579,-1.276,-0.087,23.68,0.01,0.7141,0.6892,0.0360,20.00,0.500,0.827,0.100,0.090,23.60,-0.01,1.3708,1.3023,0.0404,20.00,0.500,-2.262,-2.326,-0.214,23.46,0.10,0.0716,0.0580,-0.0030,20.00,0.500,-0.481,-0.573,-0.032,23.77,0.00,1.0833,1.0531,0.0479,20.00,0.500,-1.041,-0.970,-0.079,23.68,0.03,1.0874,1.0382,-0.0075,20.00,0.500,1.537,2.151,0.112,23.53,0.06,0.0999,0.0806,-0.0015,20.00,0.500,-0.678,-0.676,-0.057,23.68,0.01,0.7780,0.7453,0.0150,20.00,0.500,1.024,1.047,0.063,23.57,0.03,1.2616,1.2331,-0.0015,20.00,0.500,-0.968,-0.958,-0.061,23.40,0.02,0.1041,0.0800,-0.0135,20.00,0.500,0.744,0.839,0.068,23.61,0.01,0.7823,0.7644,0.0300,20.00,0.500,-0.631,-0.712,-0.031,23.56,0.01,1.3850,1.3417,-0.0075,20.00,0.500,1.372,1.400,0.113,23.38,0.04
3.7400,0.1175,0.0986,-0.0105,20.00,0.500,-0.579,-1.276,-0.087,23.68,0.01,0.7141,0.6892,-0.0494,20.00,0.500,0.827,0.100,0.090,23.60,-0.01,1.3708,1.3018,-0.0599,20.00,0.500,-2.262,-2.326,-0.214,23.46,0.10,0.0716,0.0580,-0.0075,20.00,0.500,-0.481,-0.573,-0.032,23.77,0.00,1.0833,1.0535,0.0330,20.00,0.500,-1.041,-0.970,-0.079,23.68,0.03,1.0874,1.0382,0.0150,20.00,0.500,1.537,2.151,0.112,23.53,0.06,0.0999,0.0807,-0.0000,20.00,0.500,-0.678,-0.676,-0.057,23.68,0.01,0.7780,0.7454,0.0030,20.00,0.500,1.024,1.047,0.063,23.57,0.03,1.2616,1.2330,-0.0045,20.00,0.500,-0.968,-0.958,-0.061,23.40,0.02,0.1041,0.0800,0.0120,20.00,0.500,0.744,0.839,0.068,23.61,0.01,0.7823,0.7650,0.0674,20.00,0.500,-0.631,-0.712,-0.031,23.56,0.01,1.3850,1.3418,0.0150,20.00,0.500,1.372,1.400,0.113,23.38,0.04
3.7500,0.1175,0.0987,0.0120,20.00,0.500,-0.579,-1.276,-0.087,23.68,0.01,0.7141,0.6897,0.0749,20.00,0.500,0.827,0.100,0.090,23.60,-0.01,1.3708,1.3021,0.0270,20.00,0.500,-2.262,-2.326,-0.214,23.46,0.10,0.0716,0.0580,0.0015,20.00,0.500,-0.481,-0.573,-0.032,23.77,0.00,1.0833,1.0538,0.0330,20.00,0.500,-1.041,-0.970,-0.079,23.68,0.03,1.0874,1.0380,-0.0105,20.00,0.500,1.537,2.151,0.112,23.53,0.06,0.0999,0.0807,0.0045,20.00,0.500,-0.678,-0.676,-0.057,23.68,0.01,0.7780,0.7454,0.0075,20.00,0.500,1.024,1.047,0.063,23.57,0.03,1.2616,1.2330,0.0015,20.00,0.500,-0.968,-0.958,-0.061,23.40,0.02,0.1041,0.0800,-0.0030,20.00,0.500,0.744,0.839,0.068,23.61,0.01,0.7823,0.7657,0.0764,20.00,0.500,-0.631,-0.712,-0.031,23.56,0.01,1.3850,1.3418,0.0240,20.00,0.500,1.372,1.400,0.113,23.38,0.04
3.7600,0.1175,0.0986,-0.0165,20.00,0.500,-0.571,-0.977,-0.021,23.68,0.01,0.7141,0.6894,-0.0030,20.00,0.500,0.798,0.488,0.073,23.60,0.00,1.3708,1.3025,0.0315,20.00,0.500,-2.247,-1.586,-0.227,23.46,0.08,0.0716,0.0580,-0.0045,20.00,0.500,-0.478,-0.256,-0.061,23.77,0.01,1.0833,1.0547,0.0839,20.00,0.500,-0.904,-0.921,-0.071,23.68,0.01,1.0874,1.0382,-0.0240,20.00,0.500,1.591,1.836,0.111,23.54,0.05,0.0999,0.0807,0.0030,20.00,0.500,-0.660,-0.680,-0.051,23.68,0.01,0.7780,0.7457,0.0270,20.00,0.500,0.996,1.110,0.083,23.57,0.02,1.2616,1.2331,0.0015,20.00,0.500,-0.966,-0.608,-0.071,23.40,0.02,0.1041,0.0801,-0.0075,20.00,0.500,0.751,0.734,0.060,23.61,0.01,0.7823,0.7661,0.0464,20.00,0.500,-0.552,-0.530,-0.025,23.55,0.01,1.3850,1.3418,0.0105,20.00,0.500,1.366,1.478,0.102,23.37,0.04
3.7700,0.1175,0.0986,-0.0165,20.00,0.500,-0.571,-0.977,-0.021,23.68,0.01,0.7141,0.6894,-0.0644,20.00,0.500,0.798,0.488,0.073,23.60,0.00,1.3708,1.3020,-0.0045,20.00,0.500,-2.247,-1.586,-0.227,23.46,0.08,0.0716,0.0581,0.0030,20.00,0.500,-0.478,-0.256,-0.061,23.77,0.01,1.0833,1.0557,0.1049,20.00,0.500,-0.904,-0.921,-0.071,23.68,0.01,1.0874,1.0386,0.0404,20.00,0.500,1.591,1.836,0.111,23.54,0.05,0.0999,0.0808,0.0120,20.00,0.500,-0.660,-0.680,-0.051,23.68,0.01,0.7780,0.7458,0.0060,20.00,0.500,0.996,1.110,0.083,23.57,0.02,1.2616,1.2330,-0.0090,20.00,0.500,-0.966,-0.608,-0.071,23.40,0.02,0.1041,0.0800,-0.0015,20.00,0.500,0.751,0.734,0.060,23.61,0.01,0.7823,0.7664,0.0315,20.00,0.500,-0.552,-0.530,-0.025,23.55,0.01,1.3850,1.3418,0.0090,20.00,0.500,1.366,1.478,0.102,23.37,0.04
3.7800,0.1175,0.0986,-0.0030,20.00,0.500,-0.571,-0.977,-0.021,23.68,0.01,0.7141,0.6898,0.0315,20.00,0.500,0.798,0.488,0.073,23.60,0.00,1.3708,1.3020,-0.0165,20.00,0.500,-2.247,-1.586,-0.227,23.46,0.08,0.0716,0.0581,0.0060,20.00,0.500,-0.478,-0.256,-0.061,23.77,0.01,1.0833,1.0563,0.0734,20.00,0.500,-0.904,-0.921,-0.071,23.68,0.01,1.0874,1.0383,0.0015,20.00,0.500,1.591,1.836,0.111,23.54,0.05,0.0999,0.0807,0.0030,20.00,0.500,-0.660,-0.680,-0.051,23.68,0.01,0.7780,0.7458,-0.0060,20.00,0.500,0.996,1.110,0.083,23.57,0.02,1.2616,1.2329,-0.0075,20.00,0.500,-0.966,-0.608,-0.071,23.40,0.02,0.1041,0.0801,-0.0075,20.00,0.500,0.751,0.734,0.060,23.61,0.01,0.7823,0.7667,0.0300,20.00,0.500,-0.552,-0.530,-0.025,23.55,0.01,1.3850,1.3417,0.0045,20.00,0.500,1.366,1.478,0.102,23.37,0.04
3.7900,0.1175,0.0986,0.0045,20.00,0.500,-0.571,-0.977,-0.021,23.68,0.01,0.7141,0.6896,-0.0135,20.00,0.500,0.798,0.488,0.073,23.60,0.00,1.3708,1.3023,0.0015,20.00,0.500,-2.247,-1.586,-0.227,23.46,0.08,0.0716,0.0581,0.0090,20.00,0.500,-0.478,-0.256,-0.061,23.77,0.01,1.0833,1.0575,0.1049,20.00,0.500,-0.904,-0.921,-0.071,23.68,0.01,1.0874,1.0382,-0.0060,20.00,0.500,1.591,1.836,0.111,23.54,0.05,0.0999,0.0807,-0.0105,20.00,0.500,-0.660,-0.680,-0.051,23.68,0.01,0.7780,0.7460,0.0255,20.00,0.500,0.996,1.110,0.083,23.57,0.02,1.2616,1.2330,-0.0015,20.00,0.500,-0.966,-0.608,-0.071,23.40,0.02,0.1041,0.0802,0.0000,20.00,0.500,0.751,0.734,0.060,23.61,0.01,0.7823,0.7667,0.0075,20.00,0.500,-0.552,-0.530,-0.025,23.55,0.01,1.3850,1.3417,0.0075,20.00,0.500,1.366,1.478,0.102,23.37,0.04
3.8000,0.1175,0.0985,-0.0120,20.00,0.500,-0.571,-0.977,-0.021,23.68,0.01,0.7141,0.6899,-0.0180,20.00,0.500,0.798,0.488,0.073,23.60,0.00,1.3708,1.3023,0.0030,20.00,0.500,-2.247,-1.586,-0.227,23.46,0.08,0.0716,0.0581,0.0015,20.00,0.500,-0.478,-0.256,-0.061,23.77,0.01,1.0833,1.0580,0.0375,20.00,0.500,-0.904,-0.921,-0.071,23.68,0.01,1.0874,1.0383,0.0090,20.00,0.500,1.591,1.836,0.111,23.54,0.05,0.0999,0.0807,0.0030,20.00,0.500,-0.660,-0.680,-0.051,23.68,0.01,0.7780,0.7460,0.0075,20.00,0.500,0.996,1.110,0.083,23.57,0.02,1.2616,1.2330,-0.0120,20.00,0.500,-0.966,-0.608,-0.071,23.40,0.02,0.1041,0.0801,-0.0120,20.00,0.500,0.751,0.734,0.060,23.61,0.01,0.7823,0.7670,0.0195,20.00,0.500,-0.552,-0.530,-0.025,23.55,0.01,1.3850,1.3417,0.0000,20.00,0.500,1.366,1.478,0.102,23.37,0.04
3.8100,0.1175,0.0985,0.0180,20.00,0.500,-0.574,-0.490,-0.032,23.66,0.01,0.7141,0.6901,0.0839,20.00,0.500,0.770,0.877,0.024,23.59,0.02,1.3708,1.3023,0.0120,20.00,0.500,-2.249,-1.355,-0.159,23.46,0.10,0.0716,0.0582,0.0045,20.00,0.500,-0.479,-0.354,-0.038,23.76,0.01,1.0833,1.0585,0.0764,20.00,0.500,-0.787,-0.588,-0.076,23.68,0.02,1.0874,1.0382,-0.0315,20.00,0.500,1.576,1.506,0.140,23.53,0.05,0.0999,0.0808,0.0060,20.00,0.500,-0.655,-0.752,-0.051,23.68,0.01,0.7780,0.7461,-0.0015,20.00,0.500,1.008,1.016,0.076,23.58,0.02,1.2616,1.2330,0.0075,20.00,0.500,-0.965,-0.797,-0.070,23.41,0.03,0.1041,0.0802,0.0000,20.00,0.500,0.735,0.768,0.046,23.61,0.02,0.7823,0.7671,0.0165,20.00,0.500,-0.528,-0.642,-0.019,23.56,0.00,1.3850,1.3417,-0.0180,20.00,0.500,1.396,1.326,0.104,23.38,0.04
3.8200,0.1175,0.0985,0.0180,20.00,0.500,-0.574,-0.490,-0.032,23.66,0.01,0.7141,0.6903,0.0030,20.00,0.500,0.770,0.877,0.024,23.59,0.02,1.3708,1.3021,-0.0075,20.00,0.500,-2.249,-1.355,-0.159,23.46,0.10,0.0716,0.0582,0.0045,20.00,0.500,-0.479,-0.354,-0.038,23.76,0.01,1.0833,1.0588,0.0285,20.00,0.500,-0.787,-0.588,-0.076,23.68,0.02,1.0874,1.0383,-0.0090,20.00,0.500,1.576,1.506,0.140,23.53,0.05,0.0999,0.0808,0.0120,20.00,0.500,-0.655,-0.752,-0.051,23.68,0.01,0.7780,0.7463,0.0360,20.00,0.500,1.008,1.016,0.076,23.58,0.02,1.2616,1.2331,-0.0030,20.00,0.500,-0.965,-0.797,-0.070,23.41,0.03,0.1041,0.0801,-0.0150,20.00,0.500,0.735,0.768,0.046,23.61,0.02,0.7823,0.7674,0.0270,20.00,0.500,-0.528,-0.642,-0.019,23.56,0.00,1.3850,1.3417,-0.0180,20.00,0.500,1.396,1.326,0.104,23.38,0.04
3.8300,0.1175,0.0985,0.0015,20.00,0.500,-0.574,-0.490,-0.032,23.66,0.01,0.7141,0.6901,-0.0494,20.00,0.500,0.770,0.877,0.024,23.59,0.02,1.3708,1.3025,0.0270,20.00,0.500,-2.249,-1.355,-0.159,23.46,0.10,0.0716,0.0582,0.0015,20.00,0.500,-0.479,-0.354,-0.038,23.76,0.01,1.0833,1.0590,0.0180,20.00,0.500,-0.787,-0.588,-0.076,23.68,0.02,1.0874,1.0386,0.0255,20.00,0.500,1.576,1.506,0.140,23.53,0.05,0.0999,0.0808,-0.0030,20.00,0.500,-0.655,-0.752,-0.051,23.68,0.01,0.7780,0.7465,0.0315,20.00,0.500,1.008,1.016,0.076,23.58,0.02,1.2616,1.2329,-0.0150,20.00,0.500,-0.965,-0.797,-0.070,23.41,0.03,0.1041,0.0802,0.0045,20.00,0.500,0.735,0.768,0.046,23.61,0.02,0.7823,0.7674,-0.0000,20.00,0.500,-0.528,-0.642,-0.019,23.56,0.00,1.3850,1.3418,0.0240,20.00,0.500,1.396,1.326,0.104,23.38,0.04
3.8400,0.1175,0.0986,0.0105,20.00,0.500,-0.574,-0.490,-0.032,23.66,0.01,0.7141,0.6906,0.0824,20.00,0.500,0.770,0.877,0.024,23.59,0.02,1.3708,1.3024,0.0165,20.00,0.500,-2.249,-1.355,-0.159,23.46,0.10,0.0716,0.0582,-0.0075,20.00,0.500,-0.479,-0.354,-0.038,23.76,0.01,1.0833,1.0591,0.0105,20.00,0.500,-0.787,-0.588,-0.076,23.68,0.02,1.0874,1.0385,0.0030,20.00,0.500,1.576,1.506,0.140,23.53,0.05,0.0999,0.0807,-0.0165,20.00,0.500,-0.655,-0.752,-0.051,23.68,0.01,0.7780,0.7465,0.0075,20.00,0.500,1.008,1.016,0.076,23.58,0.02,1.2616,1.2330,-0.0015,20.00,0.500,-0.965,-0.797,-0.070,23.41,0.03,0.1041,0.0802,-0.0075,20.00,0.500,0.735,0.768,0.046,23.61,0.02,0.7823,0.7675,0.0015,20.00,0.500,-0.528,-0.642,-0.019,23.56,0.00,1.3850,1.3417,0.0060,20.00,0.500,1.396,1.326,0.104,23.38,0.04
3.8500,0.1175,0.0985,-0.0075,20.00,0.500,-0.574,-0.490,-0.032,23.66,0.01,0.7141,0.6912,0.0524,20.00,0.500,0.770,0.877,0.024,23.59,0.02,1.3708,1.3023,-0.0150,20.00,0.500,-2.249,-1.355,-0.159,23.46,0.10,0.0716,0.0582,0.0045,20.00,0.500,-0.479,-0.354,-0.038,23.76,0.01,1.0833,1.0591,0.0105,20.00,0.500,-0.787,-0.588,-0.076,23.68,0.02,1.0874,1.0385,0.0030,20.00,0.500,1.576,1.506,0.140,23.53,0.05,0.0999,0.0807,-0.0060,20.00,0.500,-0.655,-0.752,-0.051,23.68,0.01,0.7780,0.7469,0.0389,20.00,0.500,1.008,1.016,0.076,23.58,0.02,1.2616,1.2330,-0.0000,20.00,0.500,-0.965,-0.797,-0.070,23.41,0.03,0.1041,0.0802,0.0060,20.00,0.500,0.735,0.768,0.046,23.61,0.02,0.7823,0.7676,0.0105,20.00,0.500,-0.528,-0.642,-0.019,23.56,0.00,1.3850,1.3417,-0.0105,20.00,0.500,1.396,1.326,0.104,23.38,0.04
3.8600,0.1175,0.0985,0.0105,20.00,0.500,-0.598,-0.491,-0.045,23.69,0.01,0.7141,0.6918,0.0749,20.00,0.500,0.650,-0.197,0.096,23.60,-0.00,1.3708,1.3024,-0.0105,20.00,0.500,-2.274,-1.920,-0.171,23.47,0.06,0.0716,0.0582,0.0015,20.00,0.500,-0.483,-0.531,-0.041,23.77,0.01,1.0833,1.0591,-0.0135,20.00,0.500,-0.833,-0.806,-0.069,23.68,0.02,1.0874,1.0385,-0.0165,20.00,0.500,1.576,1.377,0.129,23.52,0.07,0.0999,0.0807,-0.0060,20.00,0.500,-0.673,-0.656,-0.052,23.68,0.01,0.7780,0.7472,0.0225,20.00,0.500,0.959,1.008,0.103,23.58,0.02,1.2616,1.2330,-0.0030,20.00,0.500,-0.972,-1.143,-0.062,23.41,0.02,0.1041,0.0802,-0.0030,20.00,0.500,0.730,0.747,0.050,23.61,0.01,0.7823,0.7676,0.0030,20.00,0.500,-0.536,-0.579,-0.036,23.55,0.00,1.3850,1.3417,-0.0105,20.00,0.500,1.394,1.327,0.106,23.37,0.04
